data,time,real_time,timesplit,hour,weekday,price_date,all_return,c_return
"[{'query': '燦星旅', 'score': 10, 'category': 'stock', 'num': '2719', 'change_rate': 9.8, 'change_rate_new': 0.098, 'open': 16.8, 'close': 16.8, 'change_rate_today': 0.0}, {'query': '易飛網', 'score': 7.5, 'category': 'stock', 'num': '2734', 'change_rate': 1.66, 'change_rate_new': 0.0166, 'open': 15.05, 'close': 15.3, 'change_rate_today': 0.01661129568106312}, {'query': '南緯', 'score': 7.5, 'category': 'stock', 'num': '1467', 'change_rate': 4.05, 'change_rate_new': 0.0405, 'open': 16.95, 'close': 16.7, 'change_rate_today': -0.014749262536873156}, {'query': '義隆', 'score': 7, 'category': 'stock', 'num': '2458', 'change_rate': 2.25, 'change_rate_new': 0.0225, 'open': 116, 'close': 113.5, 'change_rate_today': -0.021551724137931036}]",2020-06-03T00:03:15.008Z,2020-06-03 08:03:15.008,2020-06-03,8,2,2020-06-03,-0.004922422748435268,0.11456838523316937
"[{'query': '燦星旅', 'score': 9.75, 'category': 'stock', 'num': '2719', 'change_rate': 9.82, 'change_rate_new': 0.09820000000000001, 'open': 18.45, 'close': 18.45, 'change_rate_today': 0.0}, {'query': '鈺創', 'score': 9.25, 'category': 'stock', 'num': '5351', 'change_rate': -0.73, 'change_rate_new': -0.0073, 'open': 8.07, 'close': 8.19, 'change_rate_today': 0.014869888475836333}, {'query': '愛普', 'score': 8, 'category': 'stock', 'num': '6531', 'change_rate': 4.75, 'change_rate_new': 0.0475, 'open': 278.5, 'close': 286.5, 'change_rate_today': 0.02872531418312388}, {'query': '南緯', 'score': 5.75, 'category': 'stock', 'num': '1467', 'change_rate': 4.79, 'change_rate_new': 0.0479, 'open': 17.15, 'close': 17.5, 'change_rate_today': 0.020408163265306208}]",2020-06-04T00:03:35.457Z,2020-06-04 08:03:35.457,2020-06-04,8,3,2020-06-04,0.016000841481066605,0.13240241728509372
"[{'query': '燦星旅', 'score': 9.75, 'category': 'stock', 'num': '2719', 'change_rate': 8.4, 'change_rate_new': 0.084, 'open': 20.25, 'close': 20, 'change_rate_today': -0.012345679012345678}, {'query': '鈺創', 'score': 8.5, 'category': 'stock', 'num': '5351', 'change_rate': -1.83, 'change_rate_new': -0.0183, 'open': 8.2, 'close': 8.04, 'change_rate_today': -0.019512195121951237}, {'query': '南緯', 'score': 7.5, 'category': 'stock', 'num': '1467', 'change_rate': 9.43, 'change_rate_new': 0.0943, 'open': 17.85, 'close': 19.15, 'change_rate_today': 0.0728291316526609}, {'query': '愛普', 'score': 7.25, 'category': 'stock', 'num': '6531', 'change_rate': -5.24, 'change_rate_new': -0.0524, 'open': 273, 'close': 271.5, 'change_rate_today': -0.005494505494505495}]",2020-06-05T00:02:27.256Z,2020-06-05 08:02:27.256,2020-06-05,8,4,2020-06-05,0.008869188005964623,0.14244590722240402
"[{'query': '日揚', 'score': 9.75, 'category': 'stock', 'num': '6208', 'change_rate': 9.9, 'change_rate_new': 0.099, 'open': 32.5, 'close': 32.75, 'change_rate_today': 0.007692307692307693}, {'query': '燦星旅', 'score': 8, 'category': 'stock', 'num': '2719', 'change_rate': 9.5, 'change_rate_new': 0.095, 'open': 22, 'close': 21.9, 'change_rate_today': -0.00454545454545461}, {'query': '鈺創', 'score': 7.75, 'category': 'stock', 'num': '5351', 'change_rate': 4.1, 'change_rate_new': 0.040999999999999995, 'open': 8.11, 'close': 8.37, 'change_rate_today': 0.032059186189889004}, {'query': '群創', 'score': 7.25, 'category': 'stock', 'num': '3481', 'change_rate': 3.29, 'change_rate_new': 0.0329, 'open': 7.94, 'close': 7.85, 'change_rate_today': -0.011335012594458531}]",2020-06-08T00:03:38.515Z,2020-06-08 08:03:38.515,2020-06-08,8,0,2020-06-08,0.005967756685570889,0.14926374642313367
"[{'query': '廣明', 'score': 9.5, 'category': 'stock', 'num': '6188', 'change_rate': -9.97, 'change_rate_new': -0.09970000000000001, 'open': 28.9, 'close': 28.9, 'change_rate_today': 0.0}, {'query': '日揚', 'score': 9, 'category': 'stock', 'num': '6208', 'change_rate': 0.31, 'change_rate_new': 0.0031, 'open': 33.1, 'close': 32.85, 'change_rate_today': -0.007552870090634441}, {'query': '群創', 'score': 8, 'category': 'stock', 'num': '3481', 'change_rate': -1.02, 'change_rate_new': -0.0102, 'open': 7.79, 'close': 7.77, 'change_rate_today': -0.0025673940949936407}, {'query': '鈺創', 'score': 7.5, 'category': 'stock', 'num': '5351', 'change_rate': -2.03, 'change_rate_new': -0.0203, 'open': 8.4, 'close': 8.2, 'change_rate_today': -0.023809523809523937}]",2020-06-09T00:02:38.790Z,2020-06-09 08:02:38.790,2020-06-09,8,1,2020-06-09,-0.008482446998788005,0.13951517760647092
"[{'query': '圓剛', 'score': 9, 'category': 'stock', 'num': '2417', 'change_rate': 9.81, 'change_rate_new': 0.0981, 'open': 19.7, 'close': 20.15, 'change_rate_today': 0.022842639593908594}, {'query': '廣明', 'score': 8.75, 'category': 'stock', 'num': '6188', 'change_rate': -9.86, 'change_rate_new': -0.0986, 'open': 26.05, 'close': 26.05, 'change_rate_today': 0.0}, {'query': '群創', 'score': 8.25, 'category': 'stock', 'num': '3481', 'change_rate': 3.47, 'change_rate_new': 0.0347, 'open': 7.94, 'close': 8.04, 'change_rate_today': 0.012594458438286996}, {'query': '日揚', 'score': 7.75, 'category': 'stock', 'num': '6208', 'change_rate': -3.65, 'change_rate_new': -0.0365, 'open': 33.95, 'close': 31.65, 'change_rate_today': -0.06774668630338745}]",2020-06-10T00:03:04.057Z,2020-06-10 08:03:04.057,2020-06-10,8,2,2020-06-10,-0.008077397067797965,0.13031086105216105
"[{'query': '圓剛', 'score': 9.5, 'category': 'stock', 'num': '2417', 'change_rate': 3.23, 'change_rate_new': 0.0323, 'open': 22, 'close': 20.8, 'change_rate_today': -0.054545454545454515}, {'query': '廣明', 'score': 9, 'category': 'stock', 'num': '6188', 'change_rate': 4.8, 'change_rate_new': 0.048, 'open': 25.05, 'close': 27.3, 'change_rate_today': 0.08982035928143713}, {'query': '永昕', 'score': 7, 'category': 'stock', 'num': '4726', 'change_rate': -9.79, 'change_rate_new': -0.09789999999999999, 'open': 37.6, 'close': 33.65, 'change_rate_today': -0.10505319148936178}, {'query': '展旺', 'score': 6.25, 'category': 'stock', 'num': '4167', 'change_rate': -3.47, 'change_rate_new': -0.0347, 'open': 34.5, 'close': 33.35, 'change_rate_today': -0.03333333333333329}]",2020-06-11T00:04:12.446Z,2020-06-11 08:04:12.446,2020-06-11,8,3,2020-06-11,-0.025777905021678114,0.10117381503098732
"[{'query': '廣明', 'score': 9.75, 'category': 'stock', 'num': '6188', 'change_rate': -3.66, 'change_rate_new': -0.0366, 'open': 25.9, 'close': 26.3, 'change_rate_today': 0.015444015444015528}, {'query': '圓剛', 'score': 9.25, 'category': 'stock', 'num': '2417', 'change_rate': 9.86, 'change_rate_new': 0.0986, 'open': 20.5, 'close': 22.85, 'change_rate_today': 0.11463414634146349}, {'query': '展旺', 'score': 7.25, 'category': 'stock', 'num': '4167', 'change_rate': 8.25, 'change_rate_new': 0.0825, 'open': 32.45, 'close': 36.1, 'change_rate_today': 0.11248073959938361}, {'query': '永昕', 'score': 7, 'category': 'stock', 'num': '4726', 'change_rate': 4.31, 'change_rate_new': 0.0431, 'open': 30.75, 'close': 35.1, 'change_rate_today': 0.14146341463414638}]",2020-06-12T00:02:47.049Z,2020-06-12 08:02:47.049,2020-06-12,8,4,2020-06-12,0.09600557900475226,0.20689264472790914
"[{'query': '圓剛', 'score': 9, 'category': 'stock', 'num': '2417', 'change_rate': 6.13, 'change_rate_new': 0.0613, 'open': 23.8, 'close': 24.25, 'change_rate_today': 0.018907563025210055}, {'query': '豆府', 'score': 8.75, 'category': 'stock', 'num': '2752', 'change_rate': 5.97, 'change_rate_new': 0.059699999999999996, 'open': 135, 'close': 142, 'change_rate_today': 0.05185185185185185}, {'query': '廣明', 'score': 7.25, 'category': 'stock', 'num': '6188', 'change_rate': -8.75, 'change_rate_new': -0.0875, 'open': 25.55, 'close': 24, 'change_rate_today': -0.06066536203522507}, {'query': '合一', 'score': 6.5, 'category': 'stock', 'num': '4743', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 172.5, 'close': 172.5, 'change_rate_today': 0.0}]",2020-06-15T00:03:31.724Z,2020-06-15 08:03:31.724,2020-06-15,8,0,2020-06-15,0.002523513210459207,0.20993825426048618
"[{'query': '如興', 'score': 8.75, 'category': 'stock', 'num': '4414', 'change_rate': 9.84, 'change_rate_new': 0.0984, 'open': 13.1, 'close': 13.4, 'change_rate_today': 0.02290076335877868}, {'query': '華紙', 'score': 8.75, 'category': 'stock', 'num': '1905', 'change_rate': 5.44, 'change_rate_new': 0.054400000000000004, 'open': 9.6, 'close': 9.3, 'change_rate_today': -0.03124999999999989}, {'query': '豆府', 'score': 8.5, 'category': 'stock', 'num': '2752', 'change_rate': 2.82, 'change_rate_new': 0.0282, 'open': 142, 'close': 146, 'change_rate_today': 0.028169014084507043}, {'query': '圓剛', 'score': 6.75, 'category': 'stock', 'num': '2417', 'change_rate': -2.89, 'change_rate_new': -0.028900000000000002, 'open': 24, 'close': 23.55, 'change_rate_today': -0.01874999999999997}]",2020-06-16T00:03:33.344Z,2020-06-16 08:03:33.344,2020-06-16,8,1,2020-06-16,0.00026744436082146595,0.21026184542353032
"[{'query': '如興', 'score': 10, 'category': 'stock', 'num': '4414', 'change_rate': 9.7, 'change_rate_new': 0.09699999999999999, 'open': 13.9, 'close': 14.7, 'change_rate_today': 0.057553956834532294}, {'query': '華紙', 'score': 8.75, 'category': 'stock', 'num': '1905', 'change_rate': -2.26, 'change_rate_new': -0.0226, 'open': 9.3, 'close': 9.09, 'change_rate_today': -0.02258064516129041}, {'query': '金麗科', 'score': 7.75, 'category': 'stock', 'num': '3228', 'change_rate': -2.88, 'change_rate_new': -0.0288, 'open': 50.9, 'close': 50.5, 'change_rate_today': -0.007858546168958714}, {'query': '豆府', 'score': 7.5, 'category': 'stock', 'num': '2752', 'change_rate': 0.68, 'change_rate_new': 0.0068000000000000005, 'open': 142, 'close': 147, 'change_rate_today': 0.035211267605633804}]",2020-06-17T00:03:13.644Z,2020-06-17 08:03:13.644,2020-06-17,8,2,2020-06-17,0.015581508277479244,0.22911955038591447
